feature,year,gender,number_of_jobs,median_income
0-5 years,2019-20,Persons,68.128,54574
0-5 years,2020-21,Persons,69.399,53366
0-5 years,2021-22,Persons,69.397,51402
0-5 years,2017-18,Persons,74.225,13532
0-5 years,2018-19,Persons,71.299,15000
0-5 years,2019-20,Persons,63.589,16126
0-5 years,2020-21,Persons,63.819,14120
0-5 years,2021-22,Persons,66.363,13167
0-5 years,2017-18,Persons,11.382,35803
0-5 years,2018-19,Persons,11.753,40596
0-5 years,2019-20,Persons,10.34,39617
0-5 years,2020-21,Persons,10.939,41802
0-5 years,2021-22,Persons,11.415,39257
0-5 years,2017-18,Persons,31.43,23350
0-5 years,2018-19,Persons,29.59,24192
0-5 years,2019-20,Persons,29.276,29112
0-5 years,2020-21,Persons,28.476,29243
0-5 years,2021-22,Persons,27.906,27152
0-5 years,2017-18,Persons,78.159,31569
0-5 years,2018-19,Persons,75.201,33096
0-5 years,2019-20,Persons,68.384,33562
0-5 years,2020-21,Persons,78.701,33400
0-5 years,2021-22,Persons,84.371,29699
0-5 years,2017-18,Persons,6.906,14798
0-5 years,2018-19,Persons,7.015,15378
0-5 years,2019-20,Persons,6.624,16028
0-5 years,2020-21,Persons,6.996,14995
0-5 years,2021-22,Persons,7.074,11552
0-5 years,2017-18,Persons,18.583,16528
0-5 years,2018-19,Persons,18.622,17853
0-5 years,2019-20,Persons,18.042,18481
0-5 years,2020-21,Persons,18.801,17998
0-5 years,2021-22,Persons,18.149,16410
0-5 years,2017-18,Persons,567.31,24100
0-5 years,2018-19,Persons,546.228,26443
0-5 years,2019-20,Persons,502.416,28438
0-5 years,2020-21,Persons,512.448,26251
0-5 years,2021-22,Persons,519.291,23838
0-5 years,2017-18,Persons,5.09,12996
0-5 years,2018-19,Persons,4.614,16527
0-5 years,2019-20,Persons,4.704,16386
0-5 years,2020-21,Persons,5.172,12481
0-5 years,2021-22,Persons,4.457,14548
0-5 years,2017-18,Persons,3.446,100207
0-5 years,2018-19,Persons,3.062,102898
0-5 years,2019-20,Persons,2.579,106002
0-5 years,2020-21,Persons,2.448,107717
0-5 years,2021-22,Persons,2.778,96157
0-5 years,2017-18,Persons,21.961,37746
0-5 years,2018-19,Persons,21.341,41684
0-5 years,2019-20,Persons,19.274,44496
0-5 years,2020-21,Persons,19.351,40687
0-5 years,2021-22,Persons,18.871,37413
0-5 years,2017-18,Persons,1.958,58952
0-5 years,2018-19,Persons,2.108,58823
0-5 years,2019-20,Persons,1.911,66233
0-5 years,2020-21,Persons,1.98,70763
0-5 years,2021-22,Persons,1.825,66283
0-5 years,2017-18,Persons,24.583,32930
0-5 years,2018-19,Persons,22.238,35175
0-5 years,2019-20,Persons,19.618,35961
0-5 years,2020-21,Persons,19.493,35776
0-5 years,2021-22,Persons,18.604,33657
0-5 years,2017-18,Persons,17.487,39998
0-5 years,2018-19,Persons,16.141,45074
0-5 years,2019-20,Persons,14.297,47842
0-5 years,2020-21,Persons,13.861,45691
0-5 years,2021-22,Persons,12.81,42284
0-5 years,2017-18,Persons,27.407,20561
0-5 years,2018-19,Persons,25.628,22305
0-5 years,2019-20,Persons,23.254,23389
0-5 years,2020-21,Persons,24.086,22652
0-5 years,2021-22,Persons,25.789,18475
0-5 years,2017-18,Persons,33.515,13770
0-5 years,2018-19,Persons,31.556,15344
0-5 years,2019-20,Persons,31.591,16151
0-5 years,2020-21,Persons,33.986,13562
0-5 years,2021-22,Persons,35.518,11259
0-5 years,2017-18,Persons,15.329,14662
0-5 years,2018-19,Persons,16.165,14272
0-5 years,2019-20,Persons,14.912,13772
0-5 years,2020-21,Persons,14.83,12937
0-5 years,2021-22,Persons,15.204,10512
0-5 years,2017-18,Persons,7.694,52165
0-5 years,2018-19,Persons,7.856,53114
0-5 years,2019-20,Persons,7.229,59720
0-5 years,2020-21,Persons,6.927,54681
0-5 years,2021-22,Persons,7.803,63786
0-5 years,2017-18,Persons,15.716,52403
0-5 years,2018-19,Persons,16.209,55533
0-5 years,2019-20,Persons,15.451,64039
0-5 years,2020-21,Persons,15.668,61896
0-5 years,2021-22,Persons,15.638,59101
0-5 years,2017-18,Persons,7.071,25036
0-5 years,2018-19,Persons,6.455,25918
0-5 years,2019-20,Persons,5.592,28781
0-5 years,2020-21,Persons,5.494,26010
0-5 years,2021-22,Persons,5.345,24199
0-5 years,2017-18,Persons,58.845,48590
0-5 years,2018-19,Persons,60.097,54601
0-5 years,2019-20,Persons,53.505,58597
0-5 years,2020-21,Persons,54.373,57812
0-5 years,2021-22,Persons,54.512,55297
0-5 years,2017-18,Persons,53.769,14320
0-5 years,2018-19,Persons,50.899,16183
0-5 years,2019-20,Persons,45.268,17020
0-5 years,2020-21,Persons,45.234,15071
0-5 years,2021-22,Persons,47.378,14077
0-5 years,2017-18,Persons,8.582,37809
0-5 years,2018-19,Persons,8.821,43632
0-5 years,2019-20,Persons,7.66,43672
0-5 years,2020-21,Persons,8.12,44076
0-5 years,2021-22,Persons,8.525,42920
0-5 years,2017-18,Persons,23.318,27610
0-5 years,2018-19,Persons,21.457,31005
0-5 years,2019-20,Persons,21.301,36038
0-5 years,2020-21,Persons,21.149,35787
0-5 years,2021-22,Persons,21.185,32575
0-5 years,2017-18,Persons,57.078,35489
0-5 years,2018-19,Persons,54.563,37193
0-5 years,2019-20,Persons,48.999,37671
0-5 years,2020-21,Persons,57.043,37911
0-5 years,2021-22,Persons,63.115,33084
0-5 years,2017-18,Persons,5.057,16001
0-5 years,2018-19,Persons,5.108,17364
0-5 years,2019-20,Persons,4.837,17406
0-5 years,2020-21,Persons,5.3,15649
0-5 years,2021-22,Persons,5.434,12704
0-5 years,2017-18,Persons,13.662,17576
0-5 years,2018-19,Persons,13.547,18653
0-5 years,2019-20,Persons,12.987,19198
0-5 years,2020-21,Persons,13.735,18529
0-5 years,2021-22,Persons,13.548,17142
0-5 years,2017-18,Persons,420.718,27122
0-5 years,2018-19,Persons,401.258,30138
0-5 years,2019-20,Persons,366.372,32156
0-5 years,2020-21,Persons,375.422,29541
0-5 years,2021-22,Persons,384.432,26837
0-5 years,2017-18,Persons,1.992,5514
0-5 years,2018-19,Persons,1.855,7076
0-5 years,2019-20,Persons,2.094,7871
0-5 years,2020-21,Persons,2.287,7145
0-5 years,2021-22,Persons,1.803,7420
0-5 years,2017-18,Persons,0.482,55192
0-5 years,2018-19,Persons,0.419,58685
0-5 years,2019-20,Persons,0.38,77089
0-5 years,2020-21,Persons,0.369,69743
0-5 years,2021-22,Persons,0.427,71633
0-5 years,2017-18,Persons,7.254,27916
0-5 years,2018-19,Persons,7.334,31032
0-5 years,2019-20,Persons,6.781,32391
0-5 years,2020-21,Persons,6.948,27916
0-5 years,2021-22,Persons,6.891,25939
0-5 years,2017-18,Persons,0.551,45564
0-5 years,2018-19,Persons,0.585,48982
0-5 years,2019-20,Persons,0.509,51688
0-5 years,2020-21,Persons,0.513,55626
0-5 years,2021-22,Persons,0.483,49885
0-5 years,2017-18,Persons,6.281,23017
0-5 years,2018-19,Persons,6.186,24594
0-5 years,2019-20,Persons,5.703,26433
0-5 years,2020-21,Persons,5.637,25753
0-5 years,2021-22,Persons,5.222,25649
0-5 years,2017-18,Persons,5.768,27023
0-5 years,2018-19,Persons,5.715,29221
0-5 years,2019-20,Persons,5.325,33465
0-5 years,2020-21,Persons,5.102,32167
0-5 years,2021-22,Persons,4.449,29349
0-5 years,2017-18,Persons,12.283,15403
0-5 years,2018-19,Persons,11.956,15651
0-5 years,2019-20,Persons,11.392,16667
0-5 years,2020-21,Persons,11.343,15434
0-5 years,2021-22,Persons,11.83,12190
0-5 years,2017-18,Persons,15.333,8276
0-5 years,2018-19,Persons,14.573,8767
0-5 years,2019-20,Persons,14.249,9747
0-5 years,2020-21,Persons,14.502,7958
0-5 years,2021-22,Persons,15.406,5935
0-5 years,2017-18,Persons,5.45,14693
0-5 years,2018-19,Persons,5.723,14998
0-5 years,2019-20,Persons,5.658,14126
0-5 years,2020-21,Persons,5.861,13257
0-5 years,2021-22,Persons,6.047,10451
0-5 years,2017-18,Persons,2.074,37777
0-5 years,2018-19,Persons,2.285,32022
0-5 years,2019-20,Persons,2.075,38981
0-5 years,2020-21,Persons,1.921,39710
0-5 years,2021-22,Persons,2.003,42535
0-5 years,2017-18,Persons,5.112,40034
0-5 years,2018-19,Persons,5.542,43260
0-5 years,2019-20,Persons,5.521,50578
0-5 years,2020-21,Persons,5.508,50145
0-5 years,2021-22,Persons,5.374,48080
0-5 years,2017-18,Persons,2.546,19578
0-5 years,2018-19,Persons,2.343,18856
0-5 years,2019-20,Persons,2.075,20474
0-5 years,2020-21,Persons,2.037,19144
0-5 years,2021-22,Persons,1.793,19802
0-5 years,2017-18,Persons,14.872,30743
0-5 years,2018-19,Persons,16.004,34371
0-5 years,2019-20,Persons,14.623,40266
0-5 years,2020-21,Persons,15.025,38058
0-5 years,2021-22,Persons,14.879,39197
0-5 years,2017-18,Persons,20.453,11697
0-5 years,2018-19,Persons,20.4,12510
0-5 years,2019-20,Persons,18.326,14059
0-5 years,2020-21,Persons,18.59,12245
0-5 years,2021-22,Persons,18.98,11246
0-5 years,2017-18,Persons,2.799,30941
0-5 years,2018-19,Persons,2.928,33505
0-5 years,2019-20,Persons,2.681,31233
0-5 years,2020-21,Persons,2.813,35710
0-5 years,2021-22,Persons,2.888,31570
0-5 years,2017-18,Persons,8.105,15099
0-5 years,2018-19,Persons,8.138,14047
0-5 years,2019-20,Persons,7.976,17849
0-5 years,2020-21,Persons,7.329,17725
0-5 years,2021-22,Persons,6.72,15747
0-5 years,2017-18,Persons,21.082,23938
0-5 years,2018-19,Persons,20.63,24817
0-5 years,2019-20,Persons,19.385,25317
0-5 years,2020-21,Persons,21.659,24822
0-5 years,2021-22,Persons,21.259,22047
0-5 years,2017-18,Persons,1.85,11223
0-5 years,2018-19,Persons,1.908,11003
0-5 years,2019-20,Persons,1.785,13137
0-5 years,2020-21,Persons,1.691,12208
0-5 years,2021-22,Persons,1.636,8024
0-5 years,2017-18,Persons,4.923,13962
0-5 years,2018-19,Persons,5.073,15196
0-5 years,2019-20,Persons,5.06,16883
0-5 years,2020-21,Persons,5.065,16501
0-5 years,2021-22,Persons,4.603,13832
0-5 years,2017-18,Persons,146.585,18001
0-5 years,2018-19,Persons,144.973,19263
0-5 years,2019-20,Persons,136.037,20915
0-5 years,2020-21,Persons,137.029,19578
0-5 years,2021-22,Persons,134.862,17147
0-5 years,2017-18,Males,0.764,15681
0-5 years,2018-19,Males,0.67,22763
0-5 years,2019-20,Males,0.63,22304
0-5 years,2020-21,Males,0.663,17180
0-5 years,2021-22,Males,0.502,18019
0-5 years,2017-18,Males,0.212,64980
0-5 years,2018-19,Males,0.205,76034
0-5 years,2019-20,Males,0.212,92066
0-5 years,2020-21,Males,0.14,102298
0-5 years,2021-22,Males,0.168,71370
0-5 years,2017-18,Males,5.781,40723
0-5 years,2018-19,Males,5.779,46050
0-5 years,2019-20,Males,5.262,48500
0-5 years,2020-21,Males,5.03,46915
0-5 years,2021-22,Males,4.437,44290
0-5 years,2017-18,Males,0.432,54640
0-5 years,2018-19,Males,0.487,65652
0-5 years,2019-20,Males,0.481,71536
0-5 years,2020-21,Males,0.467,78164
0-5 years,2021-22,Males,0.441,73423
0-5 years,2017-18,Males,9.336,31520
0-5 years,2018-19,Males,8.849,35405
0-5 years,2019-20,Males,8.258,36166
0-5 years,2020-21,Males,7.9,37464
0-5 years,2021-22,Males,6.992,35051
0-5 years,2017-18,Males,5.48,45470
0-5 years,2018-19,Males,4.953,54104
0-5 years,2019-20,Males,4.531,58217
0-5 years,2020-21,Males,4.209,57914
0-5 years,2021-22,Males,3.643,54432
0-5 years,2017-18,Males,6.361,22218
0-5 years,2018-19,Males,5.807,26310
0-5 years,2019-20,Males,5.247,27294
0-5 years,2020-21,Males,5.286,26453
0-5 years,2021-22,Males,5.367,22024
0-5 years,2017-18,Males,6.821,15219
0-5 years,2018-19,Males,6.395,17856
0-5 years,2019-20,Males,6.467,18193
0-5 years,2020-21,Males,6.933,14749
0-5 years,2021-22,Males,6.61,12949
0-5 years,2017-18,Males,5.037,13636
0-5 years,2018-19,Males,5.395,13834
0-5 years,2019-20,Males,4.825,14060
0-5 years,2020-21,Males,4.604,14822
0-5 years,2021-22,Males,4.597,11529
0-5 years,2017-18,Males,2.941,62617
0-5 years,2018-19,Males,2.899,67573
0-5 years,2019-20,Males,2.655,79350
0-5 years,2020-21,Males,2.523,74126
0-5 years,2021-22,Males,3.103,104384
0-5 years,2017-18,Males,5.569,69101
0-5 years,2018-19,Males,5.697,74830
0-5 years,2019-20,Males,5.607,80411
0-5 years,2020-21,Males,5.588,87683
0-5 years,2021-22,Males,5.469,82662
0-5 years,2017-18,Males,1.722,31601
0-5 years,2018-19,Males,1.543,35277
0-5 years,2019-20,Males,1.354,37265
0-5 years,2020-21,Males,1.22,38487
0-5 years,2021-22,Males,1.107,33793
0-5 years,2017-18,Males,18.953,60402
0-5 years,2018-19,Males,19.507,68038
0-5 years,2019-20,Males,17.367,75193
0-5 years,2020-21,Males,17.205,76911
0-5 years,2021-22,Males,16.039,72021
0-5 years,2017-18,Males,12.628,20402
0-5 years,2018-19,Males,11.99,23998
0-5 years,2019-20,Males,10.772,25308
0-5 years,2020-21,Males,10.149,22178
0-5 years,2021-22,Males,9.768,20318
0-5 years,2017-18,Males,1.961,30812
0-5 years,2018-19,Males,1.916,39634
0-5 years,2019-20,Males,1.876,35829
0-5 years,2020-21,Males,1.967,36249
0-5 years,2021-22,Males,1.845,34865
0-5 years,2017-18,Males,3.717,32454
0-5 years,2018-19,Males,3.653,41160
0-5 years,2019-20,Males,3.6,42394
0-5 years,2020-21,Males,3.552,44798
0-5 years,2021-22,Males,3.278,42943
0-5 years,2017-18,Males,6.19,43114
0-5 years,2018-19,Males,5.796,44250
0-5 years,2019-20,Males,4.181,39997
0-5 years,2020-21,Males,5.594,42789
0-5 years,2021-22,Males,5.721,39997
0-5 years,2017-18,Males,0.923,20011
0-5 years,2018-19,Males,1.02,21722
0-5 years,2019-20,Males,0.994,21716
0-5 years,2020-21,Males,1.007,21371
0-5 years,2021-22,Males,0.933,16295
0-5 years,2017-18,Males,2.215,21371
0-5 years,2018-19,Males,2.222,24521
0-5 years,2019-20,Males,2.309,23945
0-5 years,2020-21,Males,2.411,24204
0-5 years,2021-22,Males,2.011,23324
0-5 years,2017-18,Males,101.528,34244
0-5 years,2018-19,Males,98.139,39247
0-5 years,2019-20,Males,89.361,42046
0-5 years,2020-21,Males,88.14,40045
0-5 years,2021-22,Males,83.299,37139
0-5 years,2017-18,Females,0.83,10100
0-5 years,2018-19,Females,0.707,13264
0-5 years,2019-20,Females,0.653,12395
0-5 years,2020-21,Females,0.619,11409
0-5 years,2021-22,Females,0.514,14454
0-5 years,2017-18,Females,0.095,38997
0-5 years,2018-19,Females,0.059,47956
0-5 years,2019-20,Females,0.085,57707
0-5 years,2020-21,Females,0.068,64836
0-5 years,2021-22,Females,0.067,64869
0-5 years,2017-18,Females,3.356,30010
0-5 years,2018-19,Females,3.331,32117
0-5 years,2019-20,Females,2.896,36317
0-5 years,2020-21,Females,3.054,30791
0-5 years,2021-22,Females,3.074,28838
0-5 years,2017-18,Females,0.194,47499
0-5 years,2018-19,Females,0.23,54153
0-5 years,2019-20,Females,0.205,66138
0-5 years,2020-21,Females,0.213,69143
0-5 years,2021-22,Females,0.223,56987
0-5 years,2017-18,Females,2.066,27489
0-5 years,2018-19,Females,2.109,29044
0-5 years,2019-20,Females,1.979,31118
0-5 years,2020-21,Females,2.015,29999
0-5 years,2021-22,Females,1.828,28111
0-5 years,2017-18,Females,3.995,34838
0-5 years,2018-19,Females,4.006,38192
0-5 years,2019-20,Females,3.564,43661
0-5 years,2020-21,Females,3.516,40790
0-5 years,2021-22,Females,3.201,39438
0-5 years,2017-18,Females,7.615,18059
0-5 years,2018-19,Females,7.554,18550
0-5 years,2019-20,Females,6.787,20663
0-5 years,2020-21,Females,6.895,19738
0-5 years,2021-22,Females,7.348,15350
0-5 years,2017-18,Females,7.401,11397
0-5 years,2018-19,Females,7.094,12675
0-5 years,2019-20,Females,7.012,13392
0-5 years,2020-21,Females,8.074,11327
0-5 years,2021-22,Females,8.36,8570
0-5 years,2017-18,Females,1.524,25143
0-5 years,2018-19,Females,1.63,27250
0-5 years,2019-20,Females,1.478,28092
0-5 years,2020-21,Females,1.445,23064
0-5 years,2021-22,Females,1.55,15746
0-5 years,2017-18,Females,1.925,42466
0-5 years,2018-19,Females,2.054,43112
0-5 years,2019-20,Females,1.819,53210
0-5 years,2020-21,Females,1.832,46477
0-5 years,2021-22,Females,2.12,56672
0-5 years,2017-18,Females,4.796,49825
0-5 years,2018-19,Females,5.103,51739
0-5 years,2019-20,Females,4.828,58279
0-5 years,2020-21,Females,4.924,59008
0-5 years,2021-22,Females,5.217,57328
0-5 years,2017-18,Females,1.815,23719
0-5 years,2018-19,Females,1.703,21893
0-5 years,2019-20,Females,1.426,27422
0-5 years,2020-21,Females,1.441,27194
0-5 years,2021-22,Females,1.355,24771
0-5 years,2017-18,Females,13.071,37122
0-5 years,2018-19,Females,14.282,43334
0-5 years,2019-20,Females,13.046,49768
0-5 years,2020-21,Females,14.036,47643
0-5 years,2021-22,Females,13.979,46838
0-5 years,2017-18,Females,11.856,15308
0-5 years,2018-19,Females,11.903,17000
0-5 years,2019-20,Females,10.305,19408
0-5 years,2020-21,Females,10.291,16771
0-5 years,2021-22,Females,11.182,15002
0-5 years,2017-18,Females,1.396,33519
0-5 years,2018-19,Females,1.415,39363
0-5 years,2019-20,Females,1.433,37964
0-5 years,2020-21,Females,1.52,43569
0-5 years,2021-22,Females,1.625,36211
0-5 years,2017-18,Females,5.402,20170
0-5 years,2018-19,Females,5.429,20931
0-5 years,2019-20,Females,5.322,25449
0-5 years,2020-21,Females,5.188,25487
0-5 years,2021-22,Females,5.026,22468
0-5 years,2017-18,Females,18.269,27402
0-5 years,2018-19,Females,17.535,28140
0-5 years,2019-20,Females,13.588,26530
0-5 years,2020-21,Females,16.567,29203
0-5 years,2021-22,Females,17.393,24935
0-5 years,2017-18,Females,1.051,13414
0-5 years,2018-19,Females,1.134,13199
0-5 years,2019-20,Females,1.14,13491
0-5 years,2020-21,Females,1.276,14540
0-5 years,2021-22,Females,1.276,9838
0-5 years,2017-18,Females,3.416,15331
0-5 years,2018-19,Females,3.429,16057
0-5 years,2019-20,Females,3.377,17645
0-5 years,2020-21,Females,3.634,17157
0-5 years,2021-22,Females,3.337,14960
0-5 years,2017-18,Females,94.405,22941
0-5 years,2018-19,Females,93.968,25134
0-5 years,2019-20,Females,84.614,28499
0-5 years,2020-21,Females,88.538,26118
0-5 years,2021-22,Females,90.245,23498
0-5 years,2017-18,Persons,1.593,12297
0-5 years,2018-19,Persons,1.374,17213
0-5 years,2019-20,Persons,1.281,16300
0-5 years,2020-21,Persons,1.285,14140
0-5 years,2021-22,Persons,1.02,15528
0-5 years,2017-18,Persons,0.311,56536
0-5 years,2018-19,Persons,0.263,67773
0-5 years,2019-20,Persons,0.296,82009
0-5 years,2020-21,Persons,0.214,88696
0-5 years,2021-22,Persons,0.236,66881
0-5 years,2017-18,Persons,9.138,36735
0-5 years,2018-19,Persons,9.116,40518
0-5 years,2019-20,Persons,8.155,44127
0-5 years,2020-21,Persons,8.091,39681
0-5 years,2021-22,Persons,7.512,37577
0-5 years,2017-18,Persons,0.626,52622
0-5 years,2018-19,Persons,0.716,59785
0-5 years,2019-20,Persons,0.689,69785
0-5 years,2020-21,Persons,0.672,75043
0-5 years,2021-22,Persons,0.667,67337
0-5 years,2017-18,Persons,11.401,30748
0-5 years,2018-19,Persons,10.96,34170
0-5 years,2019-20,Persons,10.233,35113
0-5 years,2020-21,Persons,9.916,35932
0-5 years,2021-22,Persons,8.821,33326
0-5 years,2017-18,Persons,9.476,40480
0-5 years,2018-19,Persons,8.96,45962
0-5 years,2019-20,Persons,8.097,51110
0-5 years,2020-21,Persons,7.721,49372
0-5 years,2021-22,Persons,6.842,46591
0-5 years,2017-18,Persons,13.975,19725
0-5 years,2018-19,Persons,13.36,21220
0-5 years,2019-20,Persons,12.033,22883
0-5 years,2020-21,Persons,12.179,22215
0-5 years,2021-22,Persons,12.719,17857
0-5 years,2017-18,Persons,14.223,13011
0-5 years,2018-19,Persons,13.488,14867
0-5 years,2019-20,Persons,13.479,15386
0-5 years,2020-21,Persons,15.01,12689
0-5 years,2021-22,Persons,14.975,10257
0-5 years,2017-18,Persons,6.563,16669
0-5 years,2018-19,Persons,7.026,17200
0-5 years,2019-20,Persons,6.303,16632
0-5 years,2020-21,Persons,6.047,16955
0-5 years,2021-22,Persons,6.147,12556
0-5 years,2017-18,Persons,4.871,53949
0-5 years,2018-19,Persons,4.952,55752
0-5 years,2019-20,Persons,4.474,65969
0-5 years,2020-21,Persons,4.361,60974
0-5 years,2021-22,Persons,5.219,80151
0-5 years,2017-18,Persons,10.365,58111
0-5 years,2018-19,Persons,10.799,61415
0-5 years,2019-20,Persons,10.436,67696
0-5 years,2020-21,Persons,10.515,70001
0-5 years,2021-22,Persons,10.688,68956
0-5 years,2017-18,Persons,3.53,26836
0-5 years,2018-19,Persons,3.253,28163
0-5 years,2019-20,Persons,2.78,32518
0-5 years,2020-21,Persons,2.671,30890
0-5 years,2021-22,Persons,2.455,28342
0-5 years,2017-18,Persons,32.015,49971
0-5 years,2018-19,Persons,33.792,55837
0-5 years,2019-20,Persons,30.421,62316
0-5 years,2020-21,Persons,31.242,61667
0-5 years,2021-22,Persons,30.019,58757
0-5 years,2017-18,Persons,24.489,17977
0-5 years,2018-19,Persons,23.89,19999
0-5 years,2019-20,Persons,21.083,22123
0-5 years,2020-21,Persons,20.442,19182
0-5 years,2021-22,Persons,20.948,17071
0-5 years,2017-18,Persons,3.353,32151
0-5 years,2018-19,Persons,3.328,39409
0-5 years,2019-20,Persons,3.31,37181
0-5 years,2020-21,Persons,3.487,39973
0-5 years,2021-22,Persons,3.471,35541
0-5 years,2017-18,Persons,9.122,24148
0-5 years,2018-19,Persons,9.086,27030
0-5 years,2019-20,Persons,8.929,30602
0-5 years,2020-21,Persons,8.742,30860
0-5 years,2021-22,Persons,8.303,28221
0-5 years,2017-18,Persons,24.467,31079
0-5 years,2018-19,Persons,23.329,31623
0-5 years,2019-20,Persons,17.764,28808
0-5 years,2020-21,Persons,22.167,32004
0-5 years,2021-22,Persons,23.113,27889
0-5 years,2017-18,Persons,1.973,16551
0-5 years,2018-19,Persons,2.153,16808
0-5 years,2019-20,Persons,2.135,16209
0-5 years,2020-21,Persons,2.281,16844
0-5 years,2021-22,Persons,2.208,12390
0-5 years,2017-18,Persons,5.631,17602
0-5 years,2018-19,Persons,5.658,19121
0-5 years,2019-20,Persons,5.686,19858
0-5 years,2020-21,Persons,6.046,19766
0-5 years,2021-22,Persons,5.35,17319
0-5 years,2017-18,Persons,195.928,27953
